ESTUDIANTE,promedio_general,promedio_mediana,promedio_min,promedio_max,promedio_std,asistencia_promedio,asistencia_mediana,asistencia_min,asistencia_max,asistencia_std,total_materias,materias_aprobadas,materias_reprobadas,tasa_aprobacion,tasa_reprobacion,max_vez_cursada,promedio_vez_cursada,materias_repetidas,nivel_max,nivel_min,num_periodos,num_materias_distintas,avance_niveles,num_periodos_regulares,materias_nota_cero,materias_asist_cero,materias_nota_menor5,materias_asist_menor50,pct_nota_cero,pct_asist_cero,materias_ingles,registros_especiales,materias_prom_periodo,materias_max_periodo,prom_primer,asist_primer,prom_ultimo,asist_ultimo,cambio_promedio,cambio_asistencia,DESERTOR
Estudiante 298,4.522142857142858,5.05,0.0,9.67,3.950961282390028,56.357142857142854,67.0,0,100,40.64027396723438,14,7,7,0.5,0.5,1,1.0,0,2,1,2,14,1,2,4,2,7,6,0.2857142857142857,0.14285714285714285,0,0,7.0,7,8.192857142857141,93.42857142857143,0.8514285714285714,19.285714285714285,-7.34142857142857,-74.14285714285714,1
Estudiante 299,4.01,4.01,4.01,4.01,0.0,82.0,82.0,82,82,0.0,1,0,1,0.0,1.0,1,1.0,0,2,2,1,1,0,1,0,0,1,0,0.0,0.0,0,0,1.0,1,4.01,82.0,4.01,82.0,0.0,0.0,1
Estudiante 3,9.227142857142857,9.285,8.31,10.0,0.520065507285507,99.21428571428571,100.0,89,100,2.9398736610366702,14,14,0,1.0,0.0,1,1.0,0,2,1,2,14,1,2,0,0,0,0,0.0,0.0,0,0,7.0,7,9.154285714285715,98.42857142857143,9.299999999999999,100.0,0.14571428571428413,1.5714285714285694,0
Estudiante 30,8.919285714285715,9.12,7.09,10.0,0.9649907475500182,97.42857142857143,100.0,90,100,3.7970491723945874,14,14,0,1.0,0.0,1,1.0,0,2,1,2,14,1,2,0,0,0,0,0.0,0.0,0,0,7.0,7,8.774285714285714,98.28571428571429,9.064285714285715,96.57142857142857,0.2900000000000009,-1.7142857142857224,0
Estudiante 300,3.22,3.22,3.22,3.22,0.0,89.0,89.0,89,89,0.0,1,0,1,0.0,1.0,1,1.0,0,2,2,1,1,0,1,0,0,1,0,0.0,0.0,0,0,1.0,1,3.22,89.0,3.22,89.0,0.0,0.0,1
Estudiante 301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1,0,1,0.0,1.0,2,2.0,1,2,2,1,1,0,1,1,1,1,1,1.0,1.0,0,0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1
Estudiante 302,5.55,5.55,5.55,5.55,0.0,96.0,96.0,96,96,0.0,1,0,1,0.0,1.0,1,1.0,0,2,2,1,1,0,1,0,0,0,0,0.0,0.0,0,0,1.0,1,5.55,96.0,5.55,96.0,0.0,0.0,1
Estudiante 303,5.71,5.71,5.71,5.71,0.0,96.0,96.0,96,96,0.0,1,0,1,0.0,1.0,2,2.0,1,2,2,1,1,0,1,0,0,0,0,0.0,0.0,0,0,1.0,1,5.71,96.0,5.71,96.0,0.0,0.0,1
Estudiante 304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1,0,1,0.0,1.0,2,2.0,1,2,2,1,1,0,1,1,1,1,1,1.0,1.0,0,0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1
Estudiante 305,7.19,7.19,7.19,7.19,0.0,100.0,100.0,100,100,0.0,1,1,0,1.0,0.0,1,1.0,0,2,2,1,1,0,1,0,0,0,0,0.0,0.0,0,0,1.0,1,7.19,100.0,7.19,100.0,0.0,0.0,1
Estudiante 306,7.83,7.83,7.83,7.83,0.0,96.0,96.0,96,96,0.0,1,1,0,1.0,0.0,1,1.0,0,2,2,1,1,0,1,0,0,0,0,0.0,0.0,0,0,1.0,1,7.83,96.0,7.83,96.0,0.0,0.0,1
Estudiante 307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1,0,1,0.0,1.0,1,1.0,0,2,2,1,1,0,1,1,1,1,1,1.0,1.0,0,0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1
Estudiante 308,5.06,5.06,5.06,5.06,0.0,67.0,67.0,67,67,0.0,1,0,1,0.0,1.0,2,2.0,1,2,2,1,1,0,1,0,0,0,0,0.0,0.0,0,0,1.0,1,5.06,67.0,5.06,67.0,0.0,0.0,1
Estudiante 309,7.51,7.51,7.51,7.51,0.0,100.0,100.0,100,100,0.0,1,1,0,1.0,0.0,1,1.0,0,2,2,1,1,0,1,0,0,0,0,0.0,0.0,0,0,1.0,1,7.51,100.0,7.51,100.0,0.0,0.0,1
Estudiante 31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,7,0,7,0.0,1.0,1,1.0,0,1,1,1,7,0,1,7,7,7,7,1.0,1.0,0,0,7.0,7,0.0,0.0,0.0,0.0,0.0,0.0,1
Estudiante 310,7.49,7.49,7.49,7.49,0.0,92.0,92.0,92,92,0.0,1,1,0,1.0,0.0,1,1.0,0,2,2,1,1,0,1,0,0,0,0,0.0,0.0,0,0,1.0,1,7.49,92.0,7.49,92.0,0.0,0.0,1
Estudiante 311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1,0,1,0.0,1.0,2,2.0,1,2,2,1,1,0,1,1,1,1,1,1.0,1.0,0,0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1
Estudiante 312,6.7,6.7,6.7,6.7,0.0,86.0,86.0,86,86,0.0,1,0,1,0.0,1.0,1,1.0,0,2,2,1,1,0,1,0,0,0,0,0.0,0.0,0,0,1.0,1,6.7,86.0,6.7,86.0,0.0,0.0,1
Estudiante 313,6.76,6.76,6.76,6.76,0.0,100.0,100.0,100,100,0.0,1,0,1,0.0,1.0,1,1.0,0,2,2,1,1,0,1,0,0,0,0,0.0,0.0,0,0,1.0,1,6.76,100.0,6.76,100.0,0.0,0.0,1
Estudiante 314,8.3,8.3,8.3,8.3,0.0,100.0,100.0,100,100,0.0,1,1,0,1.0,0.0,1,1.0,0,2,2,1,1,0,1,0,0,0,0,0.0,0.0,0,0,1.0,1,8.3,100.0,8.3,100.0,0.0,0.0,1
Estudiante 315,7.61,7.61,7.61,7.61,0.0,96.0,96.0,96,96,0.0,1,1,0,1.0,0.0,1,1.0,0,2,2,1,1,0,1,0,0,0,0,0.0,0.0,0,0,1.0,1,7.61,96.0,7.61,96.0,0.0,0.0,1
Estudiante 316,7.71,7.71,7.71,7.71,0.0,96.0,96.0,96,96,0.0,1,1,0,1.0,0.0,1,1.0,0,2,2,1,1,0,1,0,0,0,0,0.0,0.0,0,0,1.0,1,7.71,96.0,7.71,96.0,0.0,0.0,1
Estudiante 317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1,0,1,0.0,1.0,1,1.0,0,2,2,1,1,0,1,1,1,1,1,1.0,1.0,0,0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1
Estudiante 318,7.96,7.96,7.96,7.96,0.0,96.0,96.0,96,96,0.0,1,1,0,1.0,0.0,1,1.0,0,2,2,1,1,0,1,0,0,0,0,0.0,0.0,0,0,1.0,1,7.96,96.0,7.96,96.0,0.0,0.0,1
Estudiante 319,6.08,6.08,6.08,6.08,0.0,96.0,96.0,96,96,0.0,1,0,1,0.0,1.0,1,1.0,0,2,2,1,1,0,1,0,0,0,0,0.0,0.0,0,0,1.0,1,6.08,96.0,6.08,96.0,0.0,0.0,1
Estudiante 32,8.433333333333334,8.59,7.0,9.81,0.9208820823122847,90.86666666666666,100.0,0,100,25.60375716476746,15,15,0,1.0,0.0,1,1.0,0,2,1,3,15,1,2,0,1,0,1,0.0,0.06666666666666667,1,1,5.0,7,8.327142857142857,98.42857142857143,8.74,0.0,0.4128571428571437,-98.42857142857143,0
Estudiante 320,7.85,7.85,7.85,7.85,0.0,96.0,96.0,96,96,0.0,1,1,0,1.0,0.0,1,1.0,0,2,2,1,1,0,1,0,0,0,0,0.0,0.0,0,0,1.0,1,7.85,96.0,7.85,96.0,0.0,0.0,1
Estudiante 321,7.02,7.02,7.02,7.02,0.0,96.0,96.0,96,96,0.0,1,1,0,1.0,0.0,1,1.0,0,2,2,1,1,0,1,0,0,0,0,0.0,0.0,0,0,1.0,1,7.02,96.0,7.02,96.0,0.0,0.0,1
Estudiante 322,7.38,7.38,7.38,7.38,0.0,100.0,100.0,100,100,0.0,1,1,0,1.0,0.0,1,1.0,0,2,2,1,1,0,1,0,0,0,0,0.0,0.0,0,0,1.0,1,7.38,100.0,7.38,100.0,0.0,0.0,1
Estudiante 323,0.21,0.21,0.21,0.21,0.0,0.0,0.0,0,0,0.0,1,0,1,0.0,1.0,2,2.0,1,2,2,1,1,0,1,0,1,1,1,0.0,1.0,0,0,1.0,1,0.21,0.0,0.21,0.0,0.0,0.0,1
Estudiante 324,8.43,8.5,7.01,9.9,1.1009692699314242,96.71428571428571,97.0,92,100,3.4016802570830427,7,7,0,1.0,0.0,1,1.0,0,1,1,1,7,0,1,0,0,0,0,0.0,0.0,0,0,7.0,7,8.43,96.71428571428571,8.43,96.71428571428571,0.0,0.0,0
Estudiante 325,4.121428571428571,4.32,0.0,7.43,2.6328782005720694,70.28571428571429,78.0,0,100,33.37521178816341,7,1,6,0.14285714285714285,0.8571428571428571,1,1.0,0,1,1,1,7,0,1,1,1,4,1,0.14285714285714285,0.14285714285714285,0,0,7.0,7,4.121428571428571,70.28571428571429,4.121428571428571,70.28571428571429,0.0,0.0,0
Estudiante 326,9.15625,9.375,7.04,10.0,0.9351537306774755,87.5,100.0,0,100,35.35533905932738,8,8,0,1.0,0.0,1,1.0,0,1,1,2,8,0,1,0,1,0,1,0.0,0.125,1,1,4.0,7,9.211428571428572,100.0,8.77,0.0,-0.44142857142857217,-100.0,0
Estudiante 327,9.481428571428571,9.77,7.43,10.0,0.9131525716152912,100.0,100.0,100,100,0.0,7,7,0,1.0,0.0,1,1.0,0,1,1,1,7,0,1,0,0,0,0,0.0,0.0,0,0,7.0,7,9.481428571428571,100.0,9.481428571428571,100.0,0.0,0.0,0
Estudiante 328,8.48,8.39,7.58,9.45,0.6814934580268055,97.42857142857143,100.0,93,100,3.359421718944242,7,7,0,1.0,0.0,1,1.0,0,1,1,1,7,0,1,0,0,0,0,0.0,0.0,0,0,7.0,7,8.48,97.42857142857143,8.48,97.42857142857143,0.0,0.0,0
Estudiante 329,7.75625,7.98,5.75,9.66,1.2944821082469344,92.25,93.0,82,100,6.250714244902623,8,6,2,0.75,0.25,1,1.0,0,1,1,2,8,0,1,0,0,0,0,0.0,0.0,1,1,4.0,7,8.0,93.71428571428571,6.05,82.0,-1.9500000000000002,-11.714285714285708,0
Estudiante 33,8.37,8.35,7.01,10.0,1.0067439263950557,83.6875,98.0,0,100,33.18979511837939,16,16,0,1.0,0.0,1,1.0,0,2,1,4,16,1,2,0,2,0,2,0.0,0.125,2,3,4.0,7,8.235714285714286,82.42857142857143,7.21,100.0,-1.0257142857142858,17.57142857142857,0
Estudiante 330,0.7614285714285715,0.0,0.0,3.03,1.3173512385519228,0.0,0.0,0,0,0.0,7,0,7,0.0,1.0,1,1.0,0,1,1,1,7,0,1,5,7,7,7,0.7142857142857143,1.0,0,0,7.0,7,0.7614285714285715,0.0,0.7614285714285715,0.0,0.0,0.0,0
Estudiante 331,6.1975,7.605,0.0,9.49,3.036764020184268,69.5,80.0,0,100,32.77193921634788,8,5,3,0.625,0.375,1,1.0,0,1,1,2,8,0,1,1,1,2,2,0.125,0.125,1,1,4.0,7,7.082857142857143,79.42857142857143,0.0,0.0,-7.082857142857143,-79.42857142857143,0
Estudiante 332,7.808571428571428,8.33,4.46,9.28,1.6399027264996393,92.14285714285714,94.0,76,100,8.375133261199915,7,6,1,0.8571428571428571,0.14285714285714285,1,1.0,0,1,1,1,7,0,1,0,0,1,0,0.0,0.0,0,0,7.0,7,7.808571428571428,92.14285714285714,7.808571428571428,92.14285714285714,0.0,0.0,0
Estudiante 333,9.521428571428572,9.84,7.5,10.0,0.9036855753234192,98.85714285714286,100.0,92,100,3.0237157840738176,7,7,0,1.0,0.0,1,1.0,0,1,1,1,7,0,1,0,0,0,0,0.0,0.0,0,0,7.0,7,9.521428571428572,98.85714285714286,9.521428571428572,98.85714285714286,0.0,0.0,0
Estudiante 334,8.912857142857144,9.08,7.76,9.43,0.5444481697313436,96.71428571428571,100.0,88,100,4.855041562276121,7,7,0,1.0,0.0,1,1.0,0,1,1,1,7,0,1,0,0,0,0,0.0,0.0,0,0,7.0,7,8.912857142857144,96.71428571428571,8.912857142857144,96.71428571428571,0.0,0.0,0
Estudiante 335,8.837777777777777,9.01,7.21,10.0,0.8411268896215627,72.22222222222223,94.0,0,100,41.62564647479297,9,9,0,1.0,0.0,1,1.0,0,2,1,3,9,1,1,0,2,0,2,0.0,0.2222222222222222,2,2,3.0,7,8.86,92.85714285714286,9.23,0.0,0.370000000000001,-92.85714285714286,0
Estudiante 336,7.70875,8.05,3.55,9.71,1.8329713387206656,85.25,100.0,0,100,34.72236825366117,8,7,1,0.875,0.125,1,1.0,0,1,1,2,8,0,1,0,1,1,1,0.0,0.125,1,1,4.0,7,7.422857142857143,97.42857142857143,9.71,0.0,2.2871428571428583,-97.42857142857143,0
Estudiante 337,9.530000000000001,9.67,8.41,10.0,0.5283937925449164,100.0,100.0,100,100,0.0,7,7,0,1.0,0.0,1,1.0,0,1,1,1,7,0,1,0,0,0,0,0.0,0.0,0,0,7.0,7,9.530000000000001,100.0,9.530000000000001,100.0,0.0,0.0,0
Estudiante 338,8.525714285714285,8.75,7.67,8.97,0.4955756633403599,92.85714285714286,94.0,86,100,5.8716429111612785,7,7,0,1.0,0.0,1,1.0,0,1,1,1,7,0,1,0,0,0,0,0.0,0.0,0,0,7.0,7,8.525714285714285,92.85714285714286,8.525714285714285,92.85714285714286,0.0,0.0,0
Estudiante 339,9.345,9.415,8.66,9.68,0.3229329872987805,85.75,98.5,0,100,34.74293350555517,8,8,0,1.0,0.0,1,1.0,0,1,1,2,8,0,1,0,1,0,1,0.0,0.125,1,1,4.0,7,9.442857142857141,98.0,8.66,0.0,-0.7828571428571411,-98.0,0
Estudiante 34,1.1114285714285714,0.0,0.0,5.29,1.8939086857317358,23.071428571428573,0.0,0,100,36.53547124837257,14,0,14,0.0,1.0,2,1.5,7,1,1,2,7,0,2,10,9,13,10,0.7142857142857143,0.6428571428571429,0,0,7.0,7,2.222857142857143,43.714285714285715,0.0,2.4285714285714284,-2.222857142857143,-41.285714285714285,0
Estudiante 340,9.116666666666667,9.17,7.99,10.0,0.5761293257594166,76.55555555555556,100.0,0,100,43.471574365069614,9,9,0,1.0,0.0,1,1.0,0,2,1,3,9,1,1,0,2,0,2,0.0,0.2222222222222222,2,2,3.0,7,9.114285714285714,98.42857142857143,8.88,0.0,-0.2342857142857131,-98.42857142857143,0
Estudiante 341,9.015714285714285,9.36,7.06,10.0,1.064093622805455,92.71428571428571,94.0,75,100,8.577378887016044,7,7,0,1.0,0.0,1,1.0,0,1,1,1,7,0,1,0,0,0,0,0.0,0.0,0,0,7.0,7,9.015714285714285,92.71428571428571,9.015714285714285,92.71428571428571,0.0,0.0,0
Estudiante 342,8.622222222222222,8.53,7.01,10.0,0.9295668047238156,74.66666666666667,94.0,0,100,42.40283009422838,9,9,0,1.0,0.0,1,1.0,0,2,1,3,9,1,1,0,2,0,2,0.0,0.2222222222222222,2,2,3.0,7,8.685714285714285,96.0,8.53,0.0,-0.1557142857142857,-96.0,0
Estudiante 343,8.790000000000001,9.1,7.0,9.84,0.9341127697803229,97.42857142857143,100.0,88,100,4.391550328268399,7,7,0,1.0,0.0,1,1.0,0,1,1,1,7,0,1,0,0,0,0,0.0,0.0,0,0,7.0,7,8.790000000000001,97.42857142857143,8.790000000000001,97.42857142857143,0.0,0.0,0
Estudiante 344,8.552222222222222,8.5,7.01,9.63,0.7553108263784154,75.33333333333333,94.0,0,100,42.790185790669334,9,9,0,1.0,0.0,1,1.0,0,2,1,3,9,1,1,0,2,0,2,0.0,0.2222222222222222,2,2,3.0,7,8.54857142857143,96.85714285714286,8.63,0.0,0.08142857142857096,-96.85714285714286,0
Estudiante 345,9.004285714285714,9.34,7.01,9.88,1.0147389999873064,98.28571428571429,100.0,94,100,2.36038737740833,7,7,0,1.0,0.0,1,1.0,0,1,1,1,7,0,1,0,0,0,0,0.0,0.0,0,0,7.0,7,9.004285714285714,98.28571428571429,9.004285714285714,98.28571428571429,0.0,0.0,0
Estudiante 346,9.0775,9.515,7.0,9.7,0.9094543104835683,85.25,98.5,0,100,34.68532007307167,8,8,0,1.0,0.0,1,1.0,0,1,1,2,8,0,1,0,1,0,1,0.0,0.125,1,1,4.0,7,9.108571428571429,97.42857142857143,8.86,0.0,-0.2485714285714291,-97.42857142857143,0
Estudiante 347,8.85,8.77,7.47,10.0,0.8387490685538792,94.71428571428571,100.0,75,100,9.304376850247877,7,7,0,1.0,0.0,1,1.0,0,1,1,1,7,0,1,0,0,0,0,0.0,0.0,0,0,7.0,7,8.85,94.71428571428571,8.85,94.71428571428571,0.0,0.0,0
Estudiante 348,8.992857142857144,9.16,7.0,10.0,1.0195540575126347,98.57142857142857,100.0,90,100,3.7796447300922735,7,7,0,1.0,0.0,1,1.0,0,1,1,1,7,0,1,0,0,0,0,0.0,0.0,0,0,7.0,7,8.992857142857144,98.57142857142857,8.992857142857144,98.57142857142857,0.0,0.0,0
Estudiante 349,0.17142857142857143,0.0,0.0,1.2,0.4535573676110727,0.0,0.0,0,0,0.0,7,0,7,0.0,1.0,1,1.0,0,1,1,1,7,0,1,6,7,7,7,0.8571428571428571,1.0,0,0,7.0,7,0.17142857142857143,0.0,0.17142857142857143,0.0,0.0,0.0,0
Estudiante 35,5.771818181818182,7.77,0.0,9.66,4.131732852404226,64.81818181818181,96.0,0,100,46.99961315121259,11,7,4,0.6363636363636364,0.36363636363636365,1,1.0,0,2,1,2,11,1,2,3,3,4,4,0.2727272727272727,0.2727272727272727,0,0,5.5,7,8.651428571428571,98.28571428571429,0.7325,6.25,-7.918928571428571,-92.03571428571429,0
Estudiante 350,8.702857142857143,8.79,7.1,10.0,0.969651385562775,95.71428571428571,100.0,86,100,6.15668432719771,7,7,0,1.0,0.0,1,1.0,0,1,1,1,7,0,1,0,0,0,0,0.0,0.0,0,0,7.0,7,8.702857142857143,95.71428571428571,8.702857142857143,95.71428571428571,0.0,0.0,0
Estudiante 351,8.588571428571429,8.49,7.58,9.24,0.5893903226054464,92.42857142857143,94.0,71,100,10.453980786557546,7,7,0,1.0,0.0,1,1.0,0,1,1,1,7,0,1,0,0,0,0,0.0,0.0,0,0,7.0,7,8.588571428571429,92.42857142857143,8.588571428571429,92.42857142857143,0.0,0.0,0
Estudiante 352,9.09142857142857,9.09,7.71,10.0,0.7508312853415331,99.57142857142857,100.0,97,100,1.1338934190276813,7,7,0,1.0,0.0,1,1.0,0,1,1,1,7,0,1,0,0,0,0,0.0,0.0,0,0,7.0,7,9.09142857142857,99.57142857142857,9.09142857142857,99.57142857142857,0.0,0.0,0
Estudiante 353,3.037142857142857,4.01,0.0,4.75,2.1092077050061104,22.428571428571427,0.0,0,62,28.389300466062576,7,0,7,0.0,1.0,1,1.0,0,1,1,1,7,0,1,2,4,7,6,0.2857142857142857,0.5714285714285714,0,0,7.0,7,3.037142857142857,22.428571428571427,3.037142857142857,22.428571428571427,0.0,0.0,0
Estudiante 354,8.2025,8.195,7.69,8.73,0.48424339610021183,79.5,78.5,74,87,6.137317546507322,4,4,0,1.0,0.0,1,1.0,0,1,1,1,4,0,1,0,0,0,0,0.0,0.0,0,0,4.0,4,8.2025,79.5,8.2025,79.5,0.0,0.0,0
Estudiante 355,9.145714285714286,9.11,7.55,10.0,0.8646551748694802,99.0,100.0,93,100,2.64575131106459,7,7,0,1.0,0.0,1,1.0,0,1,1,1,7,0,1,0,0,0,0,0.0,0.0,0,0,7.0,7,9.145714285714286,99.0,9.145714285714286,99.0,0.0,0.0,0
Estudiante 356,8.636666666666667,8.74,7.01,9.88,0.9241617823736276,77.44444444444444,100.0,0,100,43.91785260890812,9,9,0,1.0,0.0,1,1.0,0,2,1,3,9,1,1,0,2,0,2,0.0,0.2222222222222222,2,2,3.0,7,8.758571428571429,99.57142857142857,8.6,0.0,-0.15857142857142925,-99.57142857142857,0
Estudiante 357,8.525714285714285,8.52,7.19,9.66,0.8207690934494946,93.0,94.0,80,100,7.461009761866459,7,7,0,1.0,0.0,1,1.0,0,1,1,1,7,0,1,0,0,0,0,0.0,0.0,0,0,7.0,7,8.525714285714285,93.0,8.525714285714285,93.0,0.0,0.0,0
Estudiante 358,9.284285714285716,9.56,8.3,10.0,0.6479417963278578,98.57142857142857,100.0,94,100,2.5071326821120343,7,7,0,1.0,0.0,1,1.0,0,1,1,1,7,0,1,0,0,0,0,0.0,0.0,0,0,7.0,7,9.284285714285716,98.57142857142857,9.284285714285716,98.57142857142857,0.0,0.0,0
Estudiante 359,8.884285714285713,9.34,7.27,9.83,1.0238791781399659,97.42857142857143,100.0,94,100,3.2071349029490923,7,7,0,1.0,0.0,1,1.0,0,1,1,1,7,0,1,0,0,0,0,0.0,0.0,0,0,7.0,7,8.884285714285713,97.42857142857143,8.884285714285713,97.42857142857143,0.0,0.0,0
Estudiante 36,8.858666666666666,9.41,6.24,10.0,1.1157116029478142,84.06666666666666,97.0,0,100,34.2917455012691,15,14,1,0.9333333333333333,0.06666666666666667,2,1.0666666666666667,1,2,1,4,14,1,2,0,2,0,2,0.0,0.13333333333333333,2,2,3.75,7,8.725714285714286,95.85714285714286,8.73,0.0,0.004285714285714448,-95.85714285714286,0
Estudiante 360,9.051428571428572,9.35,7.21,9.66,0.8358514335978725,99.0,100.0,96,100,1.732050807568877,7,7,0,1.0,0.0,1,1.0,0,1,1,1,7,0,1,0,0,0,0,0.0,0.0,0,0,7.0,7,9.051428571428572,99.0,9.051428571428572,99.0,0.0,0.0,0
Estudiante 361,9.49625,9.715,8.52,10.0,0.5752251112142348,87.5,100.0,0,100,35.35533905932738,8,8,0,1.0,0.0,1,1.0,0,1,1,2,8,0,1,0,1,0,1,0.0,0.125,1,1,4.0,7,9.481428571428571,100.0,9.6,0.0,0.11857142857142833,-100.0,0
Estudiante 362,9.138571428571428,9.47,7.03,10.0,0.9868878452223533,100.0,100.0,100,100,0.0,7,7,0,1.0,0.0,1,1.0,0,1,1,1,7,0,1,0,0,0,0,0.0,0.0,0,0,7.0,7,9.138571428571428,100.0,9.138571428571428,100.0,0.0,0.0,0
Estudiante 363,9.222857142857142,9.47,7.22,9.83,0.9120985744555294,100.0,100.0,100,100,0.0,7,7,0,1.0,0.0,1,1.0,0,1,1,1,7,0,1,0,0,0,0,0.0,0.0,0,0,7.0,7,9.222857142857142,100.0,9.222857142857142,100.0,0.0,0.0,0
Estudiante 364,9.355714285714287,9.64,8.09,10.0,0.7038668705292015,99.42857142857143,100.0,96,100,1.511857892036908,7,7,0,1.0,0.0,1,1.0,0,1,1,1,7,0,1,0,0,0,0,0.0,0.0,0,0,7.0,7,9.355714285714287,99.42857142857143,9.355714285714287,99.42857142857143,0.0,0.0,0
Estudiante 365,9.366666666666667,9.71,8.0,10.0,0.6719560997565242,76.22222222222223,97.0,0,100,43.28041640793725,9,9,0,1.0,0.0,1,1.0,0,2,1,3,9,1,1,0,2,0,2,0.0,0.2222222222222222,2,2,3.0,7,9.31857142857143,98.0,9.3,0.0,-0.018571428571428683,-98.0,0
Estudiante 366,9.272857142857143,9.38,7.35,10.0,0.906526599825111,97.42857142857143,97.0,94,100,2.6992062325273105,7,7,0,1.0,0.0,1,1.0,0,1,1,1,7,0,1,0,0,0,0,0.0,0.0,0,0,7.0,7,9.272857142857143,97.42857142857143,9.272857142857143,97.42857142857143,0.0,0.0,0
Estudiante 367,9.275714285714287,9.27,8.42,10.0,0.5654159867701279,97.57142857142857,100.0,93,100,3.1547394428670272,7,7,0,1.0,0.0,1,1.0,0,1,1,1,7,0,1,0,0,0,0,0.0,0.0,0,0,7.0,7,9.275714285714287,97.57142857142857,9.275714285714287,97.57142857142857,0.0,0.0,0
Estudiante 368,1.5085714285714287,1.71,0.0,3.92,1.5331278330201146,12.571428571428571,0.0,0,38,17.076857076729535,7,0,7,0.0,1.0,1,1.0,0,1,1,1,7,0,1,2,4,7,7,0.2857142857142857,0.5714285714285714,0,0,7.0,7,1.5085714285714287,12.571428571428571,1.5085714285714287,12.571428571428571,0.0,0.0,0
Estudiante 369,8.324285714285713,8.43,7.0,9.83,1.0704026834616513,94.85714285714286,97.0,80,100,7.312741652498772,7,7,0,1.0,0.0,1,1.0,0,1,1,1,7,0,1,0,0,0,0,0.0,0.0,0,0,7.0,7,8.324285714285713,94.85714285714286,8.324285714285713,94.85714285714286,0.0,0.0,0
Estudiante 37,8.949375,9.254999999999999,7.12,10.0,0.8942368720497571,86.8125,100.0,0,100,33.99846810274447,16,16,0,1.0,0.0,1,1.0,0,2,1,4,16,1,2,0,2,0,2,0.0,0.125,2,2,4.0,7,8.79857142857143,98.42857142857143,9.27,0.0,0.47142857142856975,-98.42857142857143,0
Estudiante 370,8.7075,8.95,5.78,10.0,1.289880946887292,83.25,93.0,0,100,33.830459648074545,8,7,1,0.875,0.125,1,1.0,0,1,1,2,8,0,1,0,1,0,1,0.0,0.125,1,1,4.0,7,8.755714285714287,95.14285714285714,8.37,0.0,-0.3857142857142879,-95.14285714285714,0
Estudiante 371,9.65375,9.66,9.22,10.0,0.3424674124225959,87.5,100.0,0,100,35.35533905932738,8,8,0,1.0,0.0,1,1.0,0,1,1,2,8,0,1,0,1,0,1,0.0,0.125,1,1,4.0,7,9.629999999999999,100.0,9.82,0.0,0.19000000000000128,-100.0,0
Estudiante 372,9.47,9.66,8.88,10.0,0.4631774318048465,98.0,100.0,86,100,5.291502622129181,7,7,0,1.0,0.0,1,1.0,0,1,1,1,7,0,1,0,0,0,0,0.0,0.0,0,0,7.0,7,9.47,98.0,9.47,98.0,0.0,0.0,0
Estudiante 373,9.351428571428572,9.5,7.67,10.0,0.77307672261401,99.57142857142857,100.0,97,100,1.1338934190276828,7,7,0,1.0,0.0,1,1.0,0,1,1,1,7,0,1,0,0,0,0,0.0,0.0,0,0,7.0,7,9.351428571428572,99.57142857142857,9.351428571428572,99.57142857142857,0.0,0.0,0
Estudiante 374,8.477142857142857,8.31,7.02,10.0,1.0300277388775227,99.14285714285714,100.0,94,100,2.267786838055364,7,7,0,1.0,0.0,1,1.0,0,1,1,1,7,0,1,0,0,0,0,0.0,0.0,0,0,7.0,7,8.477142857142857,99.14285714285714,8.477142857142857,99.14285714285714,0.0,0.0,0
Estudiante 375,8.153333333333332,8.26,7.0,9.84,1.0111008851741747,90.11111111111111,90.0,74,100,9.623466688834702,9,9,0,1.0,0.0,1,1.0,0,2,1,3,9,1,1,0,0,0,0,0.0,0.0,2,2,3.0,7,8.387142857142857,87.28571428571429,7.03,100.0,-1.3571428571428568,12.714285714285708,0
Estudiante 376,8.94111111111111,8.85,7.88,10.0,0.7716612670797408,77.44444444444444,100.0,0,100,43.91785260890812,9,9,0,1.0,0.0,1,1.0,0,2,1,3,9,1,1,0,2,0,2,0.0,0.2222222222222222,2,2,3.0,7,9.012857142857143,99.57142857142857,8.53,0.0,-0.482857142857144,-99.57142857142857,0
Estudiante 377,8.91,9.05,7.9,9.5,0.5360170572978867,87.125,100.0,0,100,35.21946499147473,8,8,0,1.0,0.0,1,1.0,0,1,1,2,8,0,1,0,1,0,1,0.0,0.125,1,1,4.0,7,8.98857142857143,99.57142857142857,8.36,0.0,-0.6285714285714299,-99.57142857142857,0
