ESTUDIANTE,promedio_general,promedio_mediana,promedio_min,promedio_max,promedio_std,asistencia_promedio,asistencia_mediana,asistencia_min,asistencia_max,asistencia_std,total_materias,materias_aprobadas,materias_reprobadas,tasa_aprobacion,tasa_reprobacion,max_vez_cursada,promedio_vez_cursada,materias_repetidas,nivel_max,nivel_min,num_periodos,num_materias_distintas,avance_niveles,num_periodos_regulares,materias_nota_cero,materias_asist_cero,materias_nota_menor5,materias_asist_menor50,pct_nota_cero,pct_asist_cero,materias_ingles,registros_especiales,materias_prom_periodo,materias_max_periodo,prom_primer,asist_primer,prom_ultimo,asist_ultimo,cambio_promedio,cambio_asistencia,DESERTOR
Estudiante 213,8.24076923076923,8.395,6.09,9.84,0.8218073890002356,91.57692307692308,100.0,0,100,27.01728791262821,26,25,1,0.9615384615384616,0.038461538461538464,2,1.0384615384615385,1,4,1,6,25,3,4,0,2,0,2,0.0,0.07692307692307693,2,2,4.333333333333333,7,8.344285714285714,100.0,8.213333333333333,99.33333333333333,-0.13095238095238138,-0.6666666666666714,0
Estudiante 214,9.75,9.75,9.75,9.75,0.0,100.0,100.0,100,100,0.0,1,1,0,1.0,0.0,1,1.0,0,3,3,1,1,0,1,0,0,0,0,0.0,0.0,0,0,1.0,1,9.75,100.0,9.75,100.0,0.0,0.0,1
Estudiante 215,8.09,8.09,8.09,8.09,0.0,100.0,100.0,100,100,0.0,1,1,0,1.0,0.0,1,1.0,0,3,3,1,1,0,1,0,0,0,0,0.0,0.0,0,0,1.0,1,8.09,100.0,8.09,100.0,0.0,0.0,1
Estudiante 216,4.43,4.43,4.43,4.43,0.0,52.0,52.0,52,52,0.0,1,0,1,0.0,1.0,1,1.0,0,3,3,1,1,0,1,0,0,1,0,0.0,0.0,0,0,1.0,1,4.43,52.0,4.43,52.0,0.0,0.0,1
Estudiante 217,8.55,8.55,8.55,8.55,0.0,90.0,90.0,90,90,0.0,1,1,0,1.0,0.0,1,1.0,0,3,3,1,1,0,1,0,0,0,0,0.0,0.0,0,0,1.0,1,8.55,90.0,8.55,90.0,0.0,0.0,1
Estudiante 218,4.31,4.31,4.31,4.31,0.0,54.0,54.0,54,54,0.0,1,0,1,0.0,1.0,1,1.0,0,3,3,1,1,0,1,0,0,1,0,0.0,0.0,0,0,1.0,1,4.31,54.0,4.31,54.0,0.0,0.0,1
Estudiante 219,7.02,7.02,7.02,7.02,0.0,78.0,78.0,78,78,0.0,1,1,0,1.0,0.0,2,2.0,1,3,3,1,1,0,1,0,0,0,0,0.0,0.0,0,0,1.0,1,7.02,78.0,7.02,78.0,0.0,0.0,1
Estudiante 22,9.349285714285713,9.5,7.9,10.0,0.6351070689348285,99.5,100.0,96,100,1.2860194997923453,14,14,0,1.0,0.0,1,1.0,0,2,1,2,14,1,2,0,0,0,0,0.0,0.0,0,0,7.0,7,9.287142857142856,99.57142857142857,9.411428571428571,99.42857142857143,0.12428571428571544,-0.1428571428571388,0
Estudiante 220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1,0,1,0.0,1.0,1,1.0,0,3,3,1,1,0,1,1,1,1,1,1.0,1.0,0,0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1
Estudiante 221,8.6,8.6,8.6,8.6,0.0,88.0,88.0,88,88,0.0,1,1,0,1.0,0.0,1,1.0,0,3,3,1,1,0,1,0,0,0,0,0.0,0.0,0,0,1.0,1,8.6,88.0,8.6,88.0,0.0,0.0,1
Estudiante 222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1,0,1,0.0,1.0,1,1.0,0,3,3,1,1,0,1,1,1,1,1,1.0,1.0,0,0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1
Estudiante 223,6.08,6.08,6.08,6.08,0.0,78.0,78.0,78,78,0.0,1,0,1,0.0,1.0,2,2.0,1,3,3,1,1,0,1,0,0,0,0,0.0,0.0,0,0,1.0,1,6.08,78.0,6.08,78.0,0.0,0.0,1
Estudiante 224,8.32,8.32,8.32,8.32,0.0,90.0,90.0,90,90,0.0,1,1,0,1.0,0.0,1,1.0,0,3,3,1,1,0,1,0,0,0,0,0.0,0.0,0,0,1.0,1,8.32,90.0,8.32,90.0,0.0,0.0,1
Estudiante 225,7.87,7.87,7.87,7.87,0.0,93.0,93.0,93,93,0.0,1,1,0,1.0,0.0,1,1.0,0,3,3,1,1,0,1,0,0,0,0,0.0,0.0,0,0,1.0,1,7.87,93.0,7.87,93.0,0.0,0.0,1
Estudiante 226,2.69,2.69,2.69,2.69,0.0,28.0,28.0,28,28,0.0,1,0,1,0.0,1.0,1,1.0,0,3,3,1,1,0,1,0,0,1,1,0.0,0.0,0,0,1.0,1,2.69,28.0,2.69,28.0,0.0,0.0,1
Estudiante 227,7.06,7.06,7.06,7.06,0.0,72.0,72.0,72,72,0.0,1,1,0,1.0,0.0,1,1.0,0,3,3,1,1,0,1,0,0,0,0,0.0,0.0,0,0,1.0,1,7.06,72.0,7.06,72.0,0.0,0.0,1
Estudiante 228,7.79,7.79,7.73,7.85,0.08485281374238515,89.0,89.0,82,96,9.899494936611665,2,2,0,1.0,0.0,1,1.0,0,3,2,2,2,1,2,0,0,0,0,0.0,0.0,0,0,1.0,1,7.73,96.0,7.85,82.0,0.11999999999999922,-14.0,1
Estudiante 229,8.91,8.91,8.91,8.91,0.0,82.0,82.0,82,82,0.0,1,1,0,1.0,0.0,1,1.0,0,3,3,1,1,0,1,0,0,0,0,0.0,0.0,0,0,1.0,1,8.91,82.0,8.91,82.0,0.0,0.0,1
Estudiante 23,9.102142857142857,9.45,6.7,10.0,0.9081611054249091,99.21428571428571,100.0,89,100,2.9398736610366702,14,13,1,0.9285714285714286,0.07142857142857142,1,1.0,0,2,1,2,14,1,2,0,0,0,0,0.0,0.0,0,0,7.0,7,9.48857142857143,98.42857142857143,8.715714285714286,100.0,-0.7728571428571431,1.5714285714285694,0
Estudiante 230,7.98,7.98,7.98,7.98,0.0,90.0,90.0,90,90,0.0,1,1,0,1.0,0.0,1,1.0,0,3,3,1,1,0,1,0,0,0,0,0.0,0.0,0,0,1.0,1,7.98,90.0,7.98,90.0,0.0,0.0,1
Estudiante 231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1,0,1,0.0,1.0,1,1.0,0,3,3,1,1,0,1,1,1,1,1,1.0,1.0,0,0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1
Estudiante 232,8.4,8.4,8.4,8.4,0.0,93.0,93.0,93,93,0.0,1,1,0,1.0,0.0,1,1.0,0,3,3,1,1,0,1,0,0,0,0,0.0,0.0,0,0,1.0,1,8.4,93.0,8.4,93.0,0.0,0.0,1
Estudiante 233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1,0,1,0.0,1.0,1,1.0,0,3,3,1,1,0,1,1,1,1,1,1.0,1.0,0,0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1
Estudiante 234,8.24,8.24,8.24,8.24,0.0,88.0,88.0,88,88,0.0,1,1,0,1.0,0.0,1,1.0,0,3,3,1,1,0,1,0,0,0,0,0.0,0.0,0,0,1.0,1,8.24,88.0,8.24,88.0,0.0,0.0,1
Estudiante 235,8.84,8.84,8.67,9.01,0.24041630560342606,98.0,98.0,96,100,2.8284271247461903,2,2,0,1.0,0.0,1,1.0,0,3,2,2,2,1,2,0,0,0,0,0.0,0.0,0,0,1.0,1,8.67,96.0,9.01,100.0,0.33999999999999986,4.0,1
Estudiante 236,8.92,8.92,8.92,8.92,0.0,97.0,97.0,97,97,0.0,1,1,0,1.0,0.0,3,3.0,1,3,3,1,1,0,1,0,0,0,0,0.0,0.0,0,0,1.0,1,8.92,97.0,8.92,97.0,0.0,0.0,1
Estudiante 237,8.35,8.35,8.35,8.35,0.0,85.0,85.0,85,85,0.0,1,1,0,1.0,0.0,1,1.0,0,3,3,1,1,0,1,0,0,0,0,0.0,0.0,0,0,1.0,1,8.35,85.0,8.35,85.0,0.0,0.0,1
Estudiante 238,8.14,8.14,8.14,8.14,0.0,100.0,100.0,100,100,0.0,1,1,0,1.0,0.0,1,1.0,0,3,3,1,1,0,1,0,0,0,0,0.0,0.0,0,0,1.0,1,8.14,100.0,8.14,100.0,0.0,0.0,1
Estudiante 239,6.71,6.71,6.71,6.71,0.0,90.0,90.0,90,90,0.0,1,0,1,0.0,1.0,1,1.0,0,3,3,1,1,0,1,0,0,0,0,0.0,0.0,0,0,1.0,1,6.71,90.0,6.71,90.0,0.0,0.0,1
Estudiante 24,8.996666666666666,9.18,7.39,9.87,0.6830777687022456,92.6,100.0,0,100,25.773186509571197,15,15,0,1.0,0.0,1,1.0,0,4,1,3,15,3,2,0,1,0,1,0.0,0.06666666666666667,1,1,5.0,7,9.028571428571428,98.42857142857143,8.26,0.0,-0.7685714285714287,-98.42857142857143,0
Estudiante 240,7.26,7.26,7.26,7.26,0.0,100.0,100.0,100,100,0.0,1,1,0,1.0,0.0,1,1.0,0,3,3,1,1,0,1,0,0,0,0,0.0,0.0,0,0,1.0,1,7.26,100.0,7.26,100.0,0.0,0.0,1
Estudiante 241,8.02,8.02,8.02,8.02,0.0,96.0,96.0,96,96,0.0,1,1,0,1.0,0.0,1,1.0,0,3,3,1,1,0,1,0,0,0,0,0.0,0.0,0,0,1.0,1,8.02,96.0,8.02,96.0,0.0,0.0,1
Estudiante 242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1,0,1,0.0,1.0,1,1.0,0,3,3,1,1,0,1,1,1,1,1,1.0,1.0,0,0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1
Estudiante 243,3.11,3.11,3.11,3.11,0.0,76.0,76.0,76,76,0.0,1,0,1,0.0,1.0,1,1.0,0,3,3,1,1,0,1,0,0,1,0,0.0,0.0,0,0,1.0,1,3.11,76.0,3.11,76.0,0.0,0.0,1
Estudiante 244,7.68,7.68,7.68,7.68,0.0,94.0,94.0,94,94,0.0,1,1,0,1.0,0.0,2,2.0,1,3,3,1,1,0,1,0,0,0,0,0.0,0.0,0,0,1.0,1,7.68,94.0,7.68,94.0,0.0,0.0,1
Estudiante 245,7.06,7.06,7.06,7.06,0.0,82.0,82.0,82,82,0.0,1,1,0,1.0,0.0,2,2.0,1,3,3,1,1,0,1,0,0,0,0,0.0,0.0,0,0,1.0,1,7.06,82.0,7.06,82.0,0.0,0.0,1
Estudiante 246,7.04,7.04,7.04,7.04,0.0,86.0,86.0,86,86,0.0,1,1,0,1.0,0.0,1,1.0,0,3,3,1,1,0,1,0,0,0,0,0.0,0.0,0,0,1.0,1,7.04,86.0,7.04,86.0,0.0,0.0,1
Estudiante 247,7.82,7.82,7.82,7.82,0.0,72.0,72.0,72,72,0.0,1,1,0,1.0,0.0,1,1.0,0,3,3,1,1,0,1,0,0,0,0,0.0,0.0,0,0,1.0,1,7.82,72.0,7.82,72.0,0.0,0.0,1
Estudiante 248,2.62,2.62,2.62,2.62,0.0,58.0,58.0,58,58,0.0,1,0,1,0.0,1.0,2,2.0,1,3,3,1,1,0,1,0,0,1,0,0.0,0.0,0,0,1.0,1,2.62,58.0,2.62,58.0,0.0,0.0,1
Estudiante 249,7.02,7.02,7.02,7.02,0.0,90.0,90.0,90,90,0.0,1,1,0,1.0,0.0,1,1.0,0,3,3,1,1,0,1,0,0,0,0,0.0,0.0,0,0,1.0,1,7.02,90.0,7.02,90.0,0.0,0.0,1
Estudiante 25,9.313571428571427,9.475,8.21,10.0,0.5985830337986936,99.42857142857143,100.0,92,100,2.1380899352993943,14,14,0,1.0,0.0,1,1.0,0,2,1,2,14,1,2,0,0,0,0,0.0,0.0,0,0,7.0,7,9.138571428571428,98.85714285714286,9.48857142857143,100.0,0.3500000000000014,1.1428571428571388,0
Estudiante 250,3.04,3.04,3.04,3.04,0.0,68.0,68.0,68,68,0.0,1,0,1,0.0,1.0,1,1.0,0,3,3,1,1,0,1,0,0,1,0,0.0,0.0,0,0,1.0,1,3.04,68.0,3.04,68.0,0.0,0.0,1
Estudiante 251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1,0,1,0.0,1.0,2,2.0,1,3,3,1,1,0,1,1,1,1,1,1.0,1.0,0,0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1
Estudiante 252,8.62,8.62,8.62,8.62,0.0,94.0,94.0,94,94,0.0,1,1,0,1.0,0.0,1,1.0,0,3,3,1,1,0,1,0,0,0,0,0.0,0.0,0,0,1.0,1,8.62,94.0,8.62,94.0,0.0,0.0,1
Estudiante 253,8.69,8.69,8.69,8.69,0.0,90.0,90.0,90,90,0.0,1,1,0,1.0,0.0,2,2.0,1,3,3,1,1,0,1,0,0,0,0,0.0,0.0,0,0,1.0,1,8.69,90.0,8.69,90.0,0.0,0.0,1
Estudiante 254,0.31,0.0,0.0,2.17,0.820182906430023,8.571428571428571,0.0,0,60,22.677868380553633,7,0,7,0.0,1.0,1,1.0,0,1,1,1,7,0,1,6,6,7,6,0.8571428571428571,0.8571428571428571,0,0,7.0,7,0.31,8.571428571428571,0.31,8.571428571428571,0.0,0.0,1
Estudiante 255,1.5899999999999999,0.0,0.0,5.93,2.72360667742854,15.714285714285714,0.0,0,56,26.843461560898373,7,0,7,0.0,1.0,1,1.0,0,1,1,1,7,0,1,5,5,5,5,0.7142857142857143,0.7142857142857143,0,0,7.0,7,1.5899999999999999,15.714285714285714,1.5899999999999999,15.714285714285714,0.0,0.0,1
Estudiante 256,4.114444444444445,3.97,0.0,9.7,3.715945744730105,57.22222222222222,78.0,0,100,43.56540421532256,9,3,6,0.3333333333333333,0.6666666666666666,2,1.2222222222222223,2,1,1,2,7,0,2,3,3,6,3,0.3333333333333333,0.3333333333333333,0,0,4.5,5,6.526000000000001,85.8,1.1,21.5,-5.426,-64.3,1
Estudiante 257,5.651999999999999,6.675,0.0,9.34,2.651761678582749,84.0,94.0,0,100,30.140412147886174,10,4,6,0.4,0.6,2,1.3,3,1,1,2,7,0,2,1,1,3,1,0.1,0.1,0,0,5.0,7,6.567142857142857,93.42857142857143,3.516666666666667,62.0,-3.0504761904761897,-31.42857142857143,1
Estudiante 258,0.4714285714285714,0.0,0.0,3.3,1.2472827609304495,11.0,0.0,0,77,29.103264421710495,7,0,7,0.0,1.0,1,1.0,0,1,1,1,7,0,1,6,6,7,6,0.8571428571428571,0.8571428571428571,0,0,7.0,7,0.4714285714285714,11.0,0.4714285714285714,11.0,0.0,0.0,1
Estudiante 259,0.6014285714285715,0.0,0.0,2.72,1.0867754838884398,13.428571428571429,0.0,0,60,24.13059705613838,7,0,7,0.0,1.0,1,1.0,0,1,1,1,7,0,1,5,5,7,6,0.7142857142857143,0.7142857142857143,0,0,7.0,7,0.6014285714285715,13.428571428571429,0.6014285714285715,13.428571428571429,0.0,0.0,1
Estudiante 26,6.354444444444444,6.71,3.82,9.32,2.0162410019086945,87.22222222222223,93.0,48,100,16.716591890826447,9,4,5,0.4444444444444444,0.5555555555555556,2,1.2222222222222223,2,1,1,2,7,0,2,0,0,3,1,0.0,0.0,0,0,4.5,5,4.9975000000000005,94.75,7.44,81.2,2.4425,-13.549999999999997,0
Estudiante 260,3.9616666666666664,4.92,0.0,7.45,3.232865086369468,49.833333333333336,68.0,0,88,39.29079620810282,6,1,5,0.16666666666666666,0.8333333333333334,1,1.0,0,1,1,1,6,0,1,2,2,3,2,0.3333333333333333,0.3333333333333333,0,0,6.0,6,3.9616666666666664,49.833333333333336,3.9616666666666664,49.833333333333336,0.0,0.0,1
Estudiante 261,4.999090909090909,5.609999999999999,0.0,8.34,2.5363620537163984,77.63636363636364,86.5,0,100,27.756673079331758,22,7,15,0.3181818181818182,0.6818181818181818,3,1.9545454545454546,14,1,1,4,8,0,3,2,2,8,2,0.09090909090909091,0.09090909090909091,1,1,5.5,7,4.668571428571428,85.71428571428571,7.532857142857144,86.28571428571429,2.8642857142857157,0.5714285714285836,0
Estudiante 262,2.2885714285714287,2.51,0.0,6.95,1.8659576099680832,55.857142857142854,68.5,0,100,37.050603945782754,14,0,14,0.0,1.0,2,1.5,7,1,1,2,7,0,2,3,3,13,6,0.21428571428571427,0.21428571428571427,0,0,7.0,7,2.9057142857142857,68.14285714285714,1.6714285714285713,43.57142857142857,-1.2342857142857144,-24.57142857142857,1
Estudiante 263,8.33375,8.375,6.39,9.75,1.0696987226050418,82.75,94.0,0,100,33.87266069940687,8,7,1,0.875,0.125,1,1.0,0,2,1,2,8,1,1,0,1,0,1,0.0,0.125,1,1,4.0,7,8.171428571428573,94.57142857142857,9.47,0.0,1.298571428571428,-94.57142857142857,1
Estudiante 264,3.674615384615384,3.62,0.0,8.27,3.568465158824391,59.23076923076923,84.0,0,100,44.561107568061054,13,4,9,0.3076923076923077,0.6923076923076923,2,1.2307692307692308,3,2,1,2,10,1,2,5,4,7,5,0.38461538461538464,0.3076923076923077,0,0,6.5,7,6.668571428571428,90.85714285714286,0.18166666666666667,22.333333333333332,-6.4869047619047615,-68.52380952380953,1
Estudiante 265,4.477142857142857,5.66,0.0,7.62,3.241813866164611,59.142857142857146,74.0,0,100,41.981855491107,7,1,6,0.14285714285714285,0.8571428571428571,1,1.0,0,1,1,1,7,0,1,2,2,3,2,0.2857142857142857,0.2857142857142857,0,0,7.0,7,4.477142857142857,59.142857142857146,4.477142857142857,59.142857142857146,0.0,0.0,1
Estudiante 266,4.941333333333334,5.4,1.19,7.33,1.7996105398774744,79.8,87.0,0,100,25.868348006230097,15,1,14,0.06666666666666667,0.9333333333333333,2,1.4,6,2,1,3,9,1,2,0,1,7,1,0.0,0.06666666666666667,1,1,5.0,7,6.121428571428572,94.0,4.297142857142857,77.0,-1.8242857142857147,-17.0,1
Estudiante 267,4.686153846153847,5.51,0.0,9.02,3.65263954436044,59.07692307692308,88.0,0,100,43.78253369107659,13,5,8,0.38461538461538464,0.6153846153846154,2,1.1538461538461537,2,2,1,2,11,1,2,4,3,6,5,0.3076923076923077,0.23076923076923078,0,1,6.5,7,7.641428571428571,95.28571428571429,1.2383333333333333,16.833333333333332,-6.403095238095237,-78.45238095238096,1
Estudiante 268,2.8057142857142856,3.15,0.0,6.0,2.7787398651358566,41.57142857142857,56.0,0,88,40.057696484184504,7,0,7,0.0,1.0,1,1.0,0,1,1,1,7,0,1,3,3,5,3,0.42857142857142855,0.42857142857142855,0,0,7.0,7,2.8057142857142856,41.57142857142857,2.8057142857142856,41.57142857142857,0.0,0.0,1
Estudiante 269,2.5042857142857144,3.01,0.0,5.55,2.458894447665842,32.42857142857143,36.0,0,80,34.253258447711424,7,0,7,0.0,1.0,1,1.0,0,1,1,1,7,0,1,3,3,6,5,0.42857142857142855,0.42857142857142855,0,0,7.0,7,2.5042857142857144,32.42857142857143,2.5042857142857144,32.42857142857143,0.0,0.0,1
Estudiante 27,8.895625,8.93,7.91,10.0,0.5598329363896578,86.5625,100.0,0,100,33.90962252812614,16,16,0,1.0,0.0,1,1.0,0,2,1,4,16,1,2,0,2,0,2,0.0,0.125,2,2,4.0,7,8.948571428571428,97.85714285714286,8.64,0.0,-0.30857142857142783,-97.85714285714286,0
Estudiante 270,0.6842857142857143,0.0,0.0,4.79,1.8104498257141983,7.571428571428571,0.0,0,53,20.03211706948904,7,0,7,0.0,1.0,1,1.0,0,1,1,1,7,0,1,6,6,7,6,0.8571428571428571,0.8571428571428571,0,1,7.0,7,0.6842857142857143,7.571428571428571,0.6842857142857143,7.571428571428571,0.0,0.0,1
Estudiante 271,9.04857142857143,9.085,7.15,10.0,0.702915435802992,99.71428571428571,100.0,96,100,1.0690449676496976,14,14,0,1.0,0.0,1,1.0,0,2,1,2,14,1,2,0,0,0,0,0.0,0.0,0,0,7.0,7,9.334285714285715,100.0,8.762857142857143,99.42857142857143,-0.5714285714285712,-0.5714285714285694,0
Estudiante 272,2.676666666666667,2.17,0.0,5.86,2.962673342326713,48.0,56.0,0,88,44.54211490264017,3,0,3,0.0,1.0,1,1.0,0,1,1,1,3,0,1,1,1,2,1,0.3333333333333333,0.3333333333333333,0,0,3.0,3,2.676666666666667,48.0,2.676666666666667,48.0,0.0,0.0,1
Estudiante 273,5.854090909090909,7.324999999999999,0.0,9.93,3.6281421968916545,66.0,91.5,0,100,41.00406483915141,22,12,10,0.5454545454545454,0.45454545454545453,3,1.5,9,3,1,6,13,2,3,4,5,6,7,0.18181818181818182,0.22727272727272727,3,2,3.6666666666666665,7,7.324285714285714,95.28571428571429,8.93,0.0,1.6057142857142859,-95.28571428571429,0
Estudiante 274,6.776999999999999,7.779999999999999,0.0,9.42,2.7119818501523114,75.3,98.5,0,100,41.266208936610596,10,7,3,0.7,0.3,2,1.1,1,2,1,3,9,1,2,1,2,2,2,0.1,0.2,1,2,3.3333333333333335,7,7.905714285714287,98.57142857142857,6.215,31.5,-1.6907142857142867,-67.07142857142857,1
Estudiante 275,8.45,8.45,8.45,8.45,0.0,93.0,93.0,93,93,0.0,1,1,0,1.0,0.0,1,1.0,0,1,1,1,1,0,1,0,0,0,0,0.0,0.0,0,0,1.0,1,8.45,93.0,8.45,93.0,0.0,0.0,1
Estudiante 276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1,0,1,0.0,1.0,1,1.0,0,1,1,1,1,0,1,1,1,1,1,1.0,1.0,0,0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1
Estudiante 277,6.9,6.9,6.9,6.9,0.0,90.0,90.0,90,90,0.0,1,0,1,0.0,1.0,1,1.0,0,1,1,1,1,0,1,0,0,0,0,0.0,0.0,0,0,1.0,1,6.9,90.0,6.9,90.0,0.0,0.0,1
Estudiante 278,7.39,7.39,7.39,7.39,0.0,100.0,100.0,100,100,0.0,1,1,0,1.0,0.0,1,1.0,0,1,1,1,1,0,1,0,0,0,0,0.0,0.0,0,0,1.0,1,7.39,100.0,7.39,100.0,0.0,0.0,1
Estudiante 279,7.77,7.77,7.77,7.77,0.0,94.0,94.0,94,94,0.0,1,1,0,1.0,0.0,1,1.0,0,1,1,1,1,0,1,0,0,0,0,0.0,0.0,0,0,1.0,1,7.77,94.0,7.77,94.0,0.0,0.0,1
Estudiante 28,8.25153846153846,8.3,5.96,9.52,1.0809860171300876,81.6923076923077,96.0,0,100,36.47461358119419,13,12,1,0.9230769230769231,0.07692307692307693,2,1.0769230769230769,1,2,1,3,12,1,2,0,2,0,2,0.0,0.15384615384615385,1,2,4.333333333333333,6,7.666666666666667,96.33333333333333,8.11,0.0,0.44333333333333247,-96.33333333333333,0
Estudiante 280,6.3,6.3,6.3,6.3,0.0,96.0,96.0,96,96,0.0,1,0,1,0.0,1.0,1,1.0,0,1,1,1,1,0,1,0,0,0,0,0.0,0.0,0,0,1.0,1,6.3,96.0,6.3,96.0,0.0,0.0,1
Estudiante 281,6.92,6.92,6.92,6.92,0.0,96.0,96.0,96,96,0.0,1,0,1,0.0,1.0,1,1.0,0,1,1,1,1,0,1,0,0,0,0,0.0,0.0,0,0,1.0,1,6.92,96.0,6.92,96.0,0.0,0.0,1
Estudiante 282,2.92,2.92,2.92,2.92,0.0,67.0,67.0,67,67,0.0,1,0,1,0.0,1.0,1,1.0,0,1,1,1,1,0,1,0,0,1,0,0.0,0.0,0,0,1.0,1,2.92,67.0,2.92,67.0,0.0,0.0,1
Estudiante 283,7.74,7.74,7.74,7.74,0.0,94.0,94.0,94,94,0.0,1,1,0,1.0,0.0,1,1.0,0,1,1,1,1,0,1,0,0,0,0,0.0,0.0,0,0,1.0,1,7.74,94.0,7.74,94.0,0.0,0.0,1
Estudiante 284,7.99,7.99,7.99,7.99,0.0,100.0,100.0,100,100,0.0,1,1,0,1.0,0.0,1,1.0,0,1,1,1,1,0,1,0,0,0,0,0.0,0.0,0,0,1.0,1,7.99,100.0,7.99,100.0,0.0,0.0,1
Estudiante 285,5.45,5.45,5.45,5.45,0.0,75.0,75.0,75,75,0.0,1,0,1,0.0,1.0,1,1.0,0,1,1,1,1,0,1,0,0,0,0,0.0,0.0,0,0,1.0,1,5.45,75.0,5.45,75.0,0.0,0.0,1
Estudiante 286,0.97,0.97,0.97,0.97,0.0,68.0,68.0,68,68,0.0,1,0,1,0.0,1.0,1,1.0,0,1,1,1,1,0,1,0,0,1,0,0.0,0.0,0,0,1.0,1,0.97,68.0,0.97,68.0,0.0,0.0,1
Estudiante 287,7.29,7.29,7.29,7.29,0.0,90.0,90.0,90,90,0.0,1,1,0,1.0,0.0,1,1.0,0,1,1,1,1,0,1,0,0,0,0,0.0,0.0,0,0,1.0,1,7.29,90.0,7.29,90.0,0.0,0.0,1
Estudiante 288,5.9350000000000005,5.9350000000000005,5.37,6.5,0.7990306627407989,88.0,88.0,86,90,2.8284271247461903,2,0,2,0.0,1.0,2,1.5,1,1,1,2,1,0,2,0,0,0,0,0.0,0.0,0,0,1.0,1,5.37,86.0,6.5,90.0,1.13,4.0,1
Estudiante 289,8.03,8.03,8.03,8.03,0.0,100.0,100.0,100,100,0.0,1,1,0,1.0,0.0,1,1.0,0,1,1,1,1,0,1,0,0,0,0,0.0,0.0,0,0,1.0,1,8.03,100.0,8.03,100.0,0.0,0.0,1
Estudiante 29,8.866875,9.21,7.39,9.91,0.8520854319452561,86.125,100.0,0,100,33.745863944094445,16,16,0,1.0,0.0,1,1.0,0,2,1,4,16,1,2,0,2,0,2,0.0,0.125,2,2,4.0,7,8.744285714285715,97.42857142857143,9.06,0.0,0.31571428571428584,-97.42857142857143,0
Estudiante 290,3.64,3.64,3.64,3.64,0.0,67.0,67.0,67,67,0.0,1,0,1,0.0,1.0,1,1.0,0,1,1,1,1,0,1,0,0,1,0,0.0,0.0,0,0,1.0,1,3.64,67.0,3.64,67.0,0.0,0.0,1
Estudiante 291,7.79,7.79,7.79,7.79,0.0,87.0,87.0,87,87,0.0,1,1,0,1.0,0.0,1,1.0,0,1,1,1,1,0,1,0,0,0,0,0.0,0.0,0,0,1.0,1,7.79,87.0,7.79,87.0,0.0,0.0,1
Estudiante 292,7.32,7.32,7.32,7.32,0.0,78.0,78.0,78,78,0.0,1,1,0,1.0,0.0,1,1.0,0,1,1,1,1,0,1,0,0,0,0,0.0,0.0,0,0,1.0,1,7.32,78.0,7.32,78.0,0.0,0.0,1
Estudiante 293,4.22,4.22,4.22,4.22,0.0,82.0,82.0,82,82,0.0,1,0,1,0.0,1.0,2,2.0,1,1,1,1,1,0,1,0,0,1,0,0.0,0.0,0,0,1.0,1,4.22,82.0,4.22,82.0,0.0,0.0,1
Estudiante 294,1.52,1.52,1.52,1.52,0.0,67.0,67.0,67,67,0.0,1,0,1,0.0,1.0,1,1.0,0,1,1,1,1,0,1,0,0,1,0,0.0,0.0,0,0,1.0,1,1.52,67.0,1.52,67.0,0.0,0.0,1
Estudiante 295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1,0,1,0.0,1.0,1,1.0,0,1,1,1,1,0,1,1,1,1,1,1.0,1.0,0,0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1
Estudiante 296,7.839230769230769,7.9,6.58,8.86,0.6639083965234652,90.0,100.0,0,100,27.370909131168197,13,11,2,0.8461538461538461,0.15384615384615385,1,1.0,0,2,1,3,13,1,2,0,1,0,1,0.0,0.07692307692307693,1,1,4.333333333333333,7,7.957142857142857,96.57142857142857,8.36,0.0,0.40285714285714214,-96.57142857142857,1
Estudiante 297,9.118571428571428,9.08,8.07,9.83,0.5299035782081514,99.35714285714286,100.0,94,100,1.7368026705655202,14,14,0,1.0,0.0,1,1.0,0,2,1,2,14,1,2,0,0,0,0,0.0,0.0,0,0,7.0,7,9.462857142857143,100.0,8.774285714285714,98.71428571428571,-0.6885714285714286,-1.2857142857142918,1
